Date,SBIN,HDFCBANK,CANBK,YESBANK,BANKBARODA,ICICIBANK
2010-02-16,84.00236511230469,124.78763580322266,312.0640563964844,30.80662727355957,56.67324447631836,80.73777770996094
2010-02-17,85.58783721923828,128.6367645263672,309.31317138671875,31.04409408569336,57.293846130371094,81.5619125366211
2010-02-18,84.95584869384766,130.79627990722656,306.64300537109375,30.293184280395508,58.49532699584961,81.47445678710938
2010-02-19,83.33318328857422,131.58477783203125,307.5330810546875,29.439579010009766,56.608699798583984,80.84445190429688
2010-02-22,83.81647491455078,131.79452514648438,309.75823974609375,30.1070613861084,56.161865234375,80.65509796142578
2010-02-23,83.62184143066406,132.13629150390625,306.84515380859375,30.31243896484375,56.971126556396484,82.22126007080078
2010-02-24,84.03079223632812,132.0974578857422,308.7467346191406,29.62570571899414,56.18669891357422,81.5811538696289
2010-02-25,83.6983871459961,131.36337280273438,308.7467346191406,28.84912109375,56.688133239746094,82.59465789794922
2010-02-26,86.35106658935547,132.43150329589844,317.9700622558594,30.370201110839844,57.94423294067383,84.58808898925781
2010-03-02,86.89122009277344,135.55043029785156,327.6791687011719,31.461271286010742,60.620262145996094,87.0125503540039
2010-03-03,88.4548568725586,138.0128936767578,336.3768310546875,32.051727294921875,59.96491622924805,88.09916687011719
2010-03-04,88.90535736083984,138.36248779296875,348.59393310546875,32.6678581237793,60.49614334106445,87.13363647460938
2010-03-05,89.5395278930664,138.5838623046875,347.74462890625,32.29560852050781,59.05635070800781,87.45905303955078
2010-03-08,90.35960388183594,138.59942626953125,348.4325256347656,32.603675842285156,59.67197799682617,89.59275817871094
2010-03-09,89.42581939697266,140.69679260253906,342.3235778808594,31.981128692626953,60.605369567871094,89.72826385498047
2010-03-10,89.10436248779297,140.9492950439453,337.75262451171875,31.878435134887695,60.605369567871094,89.0156021118164
2010-03-11,89.47611236572266,141.9203338623047,331.805908203125,32.321285247802734,61.6827278137207,90.28089141845703
2010-03-12,89.57015991210938,139.92388916015625,330.79443359375,32.571590423583984,61.449378967285156,90.84368896484375
2010-03-15,88.13556671142578,140.80169677734375,323.4717712402344,31.904111862182617,60.78409194946289,89.59275817871094
2010-03-16,88.16837310791016,140.1841278076172,323.8360900878906,31.38425064086914,60.233001708984375,90.24729919433594
2010-03-17,88.66915130615234,140.42494201660156,321.97528076171875,31.57037353515625,60.58054733276367,91.9980239868164
2010-03-18,88.77193450927734,139.89669799804688,327.3963623046875,32.032470703125,60.99758529663086,93.46229553222656
2010-03-19,90.0315933227539,141.3687744140625,329.9043273925781,31.743663787841797,61.091922760009766,92.77363586425781
2010-03-22,89.26618194580078,142.70880126953125,322.7846984863281,30.780954360961914,62.05012512207031,90.7076416015625
2010-03-23,89.59859466552734,146.35205078125,323.9983215332031,30.53706932067871,62.03026580810547,89.76239776611328
2010-03-25,89.64231872558594,149.62631225585938,330.1064758300781,30.92215347290039,62.21893310546875,90.57215881347656
2010-03-26,90.66141510009766,151.59165954589844,334.4353332519531,32.26994323730469,63.5395622253418,91.89613342285156
2010-03-29,91.63237762451172,152.6481170654297,332.57452392578125,33.04652404785156,63.22679138183594,92.39061737060547
2010-03-30,91.08566284179688,148.12704467773438,334.1516418457031,32.93100357055664,63.85234832763672,93.0888900756836
2010-03-31,90.89540100097656,150.197265625,331.8866271972656,32.886070251464844,63.455162048339844,92.38103485107422
2010-04-01,91.96259307861328,150.6439208984375,334.19244384765625,33.12354278564453,64.50273895263672,92.39543151855469
2010-04-05,93.52184295654297,151.36251831054688,339.4920349121094,33.912960052490234,66.8560562133789,95.56722259521484
2010-04-06,92.87889099121094,150.15066528320312,341.07000732421875,33.681907653808594,67.04471588134766,96.77438354492188
2010-04-07,92.32561492919922,150.0613250732422,347.8253479003906,33.431610107421875,66.49859619140625,95.76087188720703
2010-04-08,91.66954803466797,147.81246948242188,343.4157409667969,33.36742401123047,65.59003448486328,93.21479034423828
2010-04-09,92.11567687988281,151.42849731445312,340.7056579589844,33.84235763549805,66.11133575439453,94.88336181640625
2010-04-12,91.49898529052734,151.80526733398438,336.9024963378906,33.79743576049805,63.911930084228516,93.55937194824219
2010-04-13,91.58427429199219,151.61106872558594,335.20391845703125,33.08503341674805,64.03108215332031,91.38190460205078
2010-04-15,89.83914947509766,152.0266876220703,327.71990966796875,32.34054183959961,62.457237243652344,89.03482055664062
2010-04-16,89.5614013671875,152.58595275878906,322.2581481933594,32.01963424682617,62.63100814819336,89.4663314819336
2010-04-19,88.8944091796875,150.243896484375,314.0055236816406,32.58442687988281,63.56935501098633,89.20922088623047
2010-04-20,91.77671813964844,151.0556640625,325.251953125,32.93100357055664,63.425376892089844,90.48947143554688
2010-04-21,92.10255432128906,150.77989196777344,320.5187683105469,34.88208770751953,62.442344665527344,92.32289123535156
2010-04-22,97.23297119140625,150.24777221679688,323.1481628417969,34.52267837524414,64.13038635253906,91.54193878173828
2010-04-23,98.87312316894531,151.61883544921875,330.42999267578125,34.792232513427734,64.47791290283203,94.82522583007812
2010-04-26,98.47730255126953,154.55520629882812,331.6844482421875,36.10793685913086,67.00996398925781,93.12301635742188
2010-04-27,97.00118255615234,153.77450561523438,338.9255676269531,35.37627410888672,67.20854949951172,91.84278869628906
2010-04-28,97.6309814453125,152.88894653320312,330.1871643066406,35.59449005126953,68.107177734375,89.1756362915039
2010-04-29,99.45922088623047,154.256103515625,326.87060546875,37.641845703125,68.67317962646484,91.8523941040039
2010-04-30,100.62700653076172,155.39804077148438,347.6231689453125,36.66630554199219,68.73275756835938,92.32768249511719
2010-05-03,100.47174835205078,153.01710510253906,346.57171630859375,36.83317565917969,70.32645416259766,90.86766052246094
2010-05-04,99.72601318359375,150.4691619873047,346.2880859375,35.864051818847656,69.02070617675781,88.76327514648438
2010-05-05,99.55542755126953,148.8650360107422,352.275634765625,35.47254943847656,69.83494567871094,87.64307403564453
2010-05-06,101.103759765625,147.24539184570312,355.22857666015625,34.66387176513672,71.26480102539062,87.56572723388672
2010-05-07,97.36638641357422,143.5593719482422,343.3350830078125,33.983558654785156,68.68807220458984,85.01964569091797
2010-05-10,100.9397201538086,150.25164794921875,349.201171875,35.67792510986328,69.34342193603516,89.43273162841797
2010-05-11,100.06497955322266,151.3469696044922,340.1391906738281,35.4147834777832,69.13489532470703,88.8992919921875
2010-05-12,101.65483093261719,153.4132843017578,344.2658996582031,34.92059326171875,69.6810302734375,88.71952819824219
2010-05-13,101.37272644042969,152.67144775390625,353.650634765625,35.568817138671875,69.32852935791016,89.9074935913086
2010-05-14,97.28327941894531,151.6149444580078,343.4157409667969,35.02328109741211,68.16676330566406,88.36054229736328
2010-05-17,98.44230651855469,149.83604431152344,344.2658996582031,35.01686477661133,67.1291275024414,87.39556121826172
2010-05-18,99.72163391113281,147.2686767578125,350.0912780761719,35.01044845581055,67.64546966552734,86.24173736572266
2010-05-19,96.84152221679688,145.15185546875,342.16217041015625,34.041324615478516,67.06458282470703,79.96160888671875
2010-05-20,99.17491912841797,143.78466796875,344.3465881347656,35.2158203125,68.60863494873047,80.65989685058594
2010-05-21,99.33673858642578,141.8892059326172,334.4353332519531,34.06699752807617,67.73979187011719,80.9655532836914
2010-05-24,97.58724975585938,141.73387145996094,330.0257873535156,33.86803436279297,68.3951416015625,80.7036361694336
2010-05-25,94.25881958007812,140.1180877685547,322.1374816894531,33.14278793334961,66.98017120361328,78.49736022949219
2010-05-26,95.06796264648438,141.98243713378906,316.4328308105469,33.5343017578125,67.8688735961914,82.22126007080078
2010-05-27,97.0711441040039,147.330810546875,319.9930419921875,34.29804611206055,71.28466796875,83.09928894042969
2010-05-28,97.94589233398438,147.34632873535156,322.5817565917969,36.16569519042969,70.18743896484375,83.8700942993164
2010-05-31,99.23179626464844,146.69772338867188,331.11798095703125,36.96153259277344,70.56973266601562,84.2146987915039
2010-06-01,96.64469909667969,144.10702514648438,327.47705078125,35.80628204345703,70.40093231201172,81.27120208740234
2010-06-02,98.77035522460938,143.94778442382812,327.96282958984375,36.396751403808594,70.6640625,81.69261169433594
2010-06-03,100.0409164428711,148.02993774414062,336.94329833984375,37.89856719970703,73.32022857666016,82.8373794555664
2010-06-04,102.37869262695312,146.48410034179688,339.85638427734375,37.5070686340332,73.65782928466797,83.97677612304688
2010-06-07,100.01687622070312,145.78109741210938,343.2543640136719,36.71123123168945,74.06494140625,81.65901947021484
2010-06-08,99.8878402709961,144.69744873046875,344.2658996582031,36.26838684082031,72.86346435546875,79.2873764038086
2010-06-09,108.9332504272461,146.1112060546875,346.4503173828125,35.844791412353516,72.4960708618164,79.97124481201172
2010-06-10,111.53855895996094,158.9931640625,347.9467468261719,36.172115325927734,72.75424194335938,87.40370178222656
2010-06-11,112.16411590576172,161.49485778808594,349.72686767578125,36.91661071777344,72.39181518554688,89.1907730102539
2010-06-14,112.40856170654297,163.7227325439453,355.8440856933594,36.801082611083984,72.55564880371094,89.99734497070312
2010-06-15,113.32894134521484,162.95518493652344,356.54876708984375,36.41600036621094,72.4960708618164,90.67752075195312
2010-06-16,113.20909118652344,163.96334838867188,353.06793212890625,36.3068962097168,71.98468780517578,92.43270111083984
2010-06-17,112.68901062011719,165.62701416015625,348.2612609863281,36.48017501831055,70.9222412109375,93.1812973022461
2010-06-18,113.73159790039062,165.26193237304688,345.3598327636719,35.9282341003418,69.94913482666016,91.6475830078125
2010-06-21,114.46019744873047,165.85519409179688,350.9547119140625,36.15286636352539,71.59744262695312,94.86285400390625
2010-06-22,112.86636352539062,164.8760986328125,347.9289855957031,34.89492416381836,70.9172592163086,93.99828338623047
2010-06-23,112.6266860961914,165.84690856933594,350.29180908203125,35.549564361572266,70.62435150146484,94.92605590820312
2010-06-24,113.01016235351562,166.08340454101562,356.1346740722656,35.760658264160156,76.6294937133789,93.37611389160156
2010-06-25,110.28982543945312,161.60687255859375,358.7864074707031,35.918975830078125,76.96249389648438,90.30293273925781
2010-06-28,110.42645263671875,161.85995483398438,368.2762145996094,35.8925895690918,79.22691345214844,91.73690032958984
2010-06-29,109.82725524902344,158.0181884765625,371.3428955078125,35.351661682128906,78.53870391845703,89.43315887451172
2010-06-30,110.34735870361328,159.22964477539062,371.9232177734375,35.52977752685547,77.90599822998047,90.84626007080078
2010-07-01,108.44192504882812,158.26712036132812,374.658447265625,35.56935119628906,79.87626647949219,88.71125030517578
2010-07-02,108.57614135742188,158.71932983398438,373.9946594238281,35.33187484741211,79.42671966552734,88.56340026855469
2010-07-05,108.9332504272461,158.91433715820312,378.3045654296875,35.41103744506836,79.4045181274414,88.62138366699219
2010-07-06,110.86505126953125,162.96353149414062,380.0453796386719,36.39393997192383,79.32679748535156,90.54008483886719
2010-07-07,110.44802856445312,160.74807739257812,381.7444763183594,35.63531494140625,79.65982055664062,89.2122573852539
2010-07-08,112.97420501708984,161.44508361816406,384.2309265136719,36.3873405456543,79.8096694946289,90.90943145751953
2010-07-09,113.55422973632812,166.1787872314453,387.1314392089844,37.69348907470703,79.526611328125,92.3434066772461
2010-07-12,115.07858276367188,170.05374145507812,392.3113708496094,37.71327590942383,79.37120819091797,94.19313049316406
2010-07-13,116.43994903564453,171.97047424316406,393.01605224609375,37.95075607299805,79.2879638671875,94.82572937011719
2010-07-14,118.13687133789062,173.1114044189453,391.2752380371094,37.48239517211914,79.48222351074219,93.961181640625
2010-07-15,116.95525360107422,171.1448516845703,392.7672424316406,37.818824768066406,79.55990600585938,92.97021484375
2010-07-16,117.39384460449219,169.1824951171875,396.9527282714844,39.5075798034668,80.76426696777344,95.1371078491211
2010-07-19,117.6934585571289,169.9209747314453,411.498046875,39.29648208618164,81.3803482055664,94.88894653320312
2010-07-20,117.39384460449219,169.6347198486328,403.2105407714844,39.24371337890625,81.33037567138672,93.4972915649414
2010-07-21,116.806640625,168.69293212890625,401.3035888671875,39.29648208618164,80.66437530517578,95.15796661376953
2010-07-22,118.70010375976562,170.70095825195312,402.5467834472656,39.421817779541016,80.64217376708984,95.80104064941406
2010-07-23,119.68518829345703,169.15347290039062,398.9415283203125,39.82421875,80.49787139892578,96.23883819580078
2010-07-26,115.53158569335938,170.25704956054688,388.83056640625,39.415218353271484,80.0760726928711,96.64471435546875
2010-07-27,116.7299575805664,171.4933624267578,388.3329162597656,39.547157287597656,80.35912322998047,97.43505096435547
2010-07-28,118.46280670166016,173.0948028564453,396.7456970214844,38.4916877746582,79.50995635986328,95.81668853759766
2010-07-29,118.54671478271484,174.2979278564453,402.6711730957031,38.52467346191406,81.49687957763672,97.909912109375
2010-07-30,119.97757720947266,176.48020935058594,397.035400390625,39.0062370300293,83.51154327392578,95.40036010742188
2010-08-02,123.97781372070312,177.2643280029297,402.4641418457031,40.2991828918457,84.71590423583984,99.05339813232422
2010-08-03,124.65846252441406,176.11094665527344,407.97552490234375,40.8005256652832,86.3531723022461,101.42032623291016
2010-08-04,124.3996353149414,175.47618103027344,399.5218200683594,40.05510330200195,85.50956726074219,102.18455505371094
2010-08-05,126.8227767944336,174.26890563964844,397.7818603515625,39.4811897277832,85.22096252441406,100.72450256347656
2010-08-06,125.55967712402344,173.4764862060547,394.6733703613281,39.09197998046875,84.31631469726562,100.13420867919922
2010-08-09,127.06961059570312,172.75457763671875,403.2105407714844,40.23321533203125,85.50956726074219,103.32859802246094
2010-08-10,126.05340576171875,173.84573364257812,401.17999267578125,39.94295883178711,84.57160949707031,104.25636291503906
2010-08-11,124.61292266845703,173.37689208984375,400.6406555175781,39.64611053466797,84.5993423461914,102.45883178710938
2010-08-12,133.47142028808594,172.020263671875,408.34869384765625,40.338768005371094,85.39856719970703,101.55716705322266
2010-08-13,136.62794494628906,173.21511840820312,417.05120849609375,42.35074996948242,86.51412200927734,102.93834686279297
2010-08-16,135.24501037597656,172.9205322265625,418.1700134277344,42.04071044921875,87.16348266601562,100.9036636352539
2010-08-17,135.10362243652344,175.9947967529297,429.1927185058594,43.22810745239258,92.40271759033203,101.0932846069336
2010-08-18,134.92384338378906,181.87771606445312,436.77642822265625,43.247894287109375,93.4516830444336,102.04248809814453
2010-08-19,134.492431640625,185.04737854003906,444.77423095703125,45.213714599609375,92.29727172851562,106.79724884033203
2010-08-20,133.59124755859375,185.142822265625,437.9369812011719,43.73605728149414,92.19737243652344,104.79387664794922
2010-08-23,135.33370971679688,182.26356506347656,439.0967102050781,43.91416931152344,92.31947326660156,106.63895416259766
2010-08-24,136.4146270751953,183.263427734375,423.1846008300781,43.353450775146484,90.36585235595703,105.60565185546875
2010-08-25,135.34808349609375,181.90261840820312,423.3081359863281,43.241310119628906,90.64891052246094,103.77159118652344
2010-08-26,137.39013671875,180.749267578125,423.7640380859375,43.01042175292969,92.07526397705078,103.6921615600586
2010-08-27,133.9507598876953,177.4966278076172,416.139404296875,42.456295013427734,90.09390258789062,100.94078826904297
2010-08-30,134.21920776367188,176.8784637451172,417.05120849609375,41.743858337402344,88.93950653076172,102.04248809814453
2010-08-31,132.6085968017578,177.09007263183594,425.9607238769531,41.057804107666016,89.35020446777344,103.07579803466797
2010-09-01,133.0926971435547,178.33470153808594,431.30682373046875,42.19902801513672,90.85980987548828,104.8993911743164
2010-09-02,132.25863647460938,181.50436401367188,434.3726501464844,41.954952239990234,92.40827178955078,105.83758544921875
2010-09-03,132.94410705566406,182.04368591308594,443.7380676269531,42.04071044921875,91.58130645751953,105.53202056884766
2010-09-06,137.0521697998047,182.90245056152344,447.3024597167969,42.495880126953125,92.50817108154297,109.58572387695312
2010-09-07,135.99520874023438,182.4710235595703,446.4732971191406,41.90217590332031,92.09191131591797,109.49583435058594
2010-09-08,138.8162078857422,180.8529815673828,451.8193359375,41.915367126464844,93.05207824707031,108.33616638183594
2010-09-09,143.0417022705078,186.26712036132812,468.2290954589844,42.3177604675293,93.53491973876953,110.71876525878906
2010-09-13,150.9270782470703,189.38697814941406,479.2527160644531,43.61731719970703,96.33769989013672,115.7581787109375
2010-09-14,149.05760192871094,193.6809539794922,483.2303161621094,43.36663818359375,96.69290924072266,115.98489379882812
2010-09-15,146.69677734375,197.1037139892578,482.8988342285156,43.0961799621582,96.4487075805664,116.3803482055664
2010-09-16,148.35057067871094,198.75074768066406,474.3207702636719,43.445804595947266,98.08042907714844,116.3432388305664
2010-09-17,148.25228881835938,199.19052124023438,475.7301330566406,43.46559143066406,96.90380859375,117.46642303466797
2010-09-20,149.02647399902344,202.97421264648438,476.8071594238281,43.821815490722656,97.74740600585938,118.89456939697266
2010-09-21,148.5399169921875,205.01126098632812,465.3285217285156,43.4326057434082,96.6041030883789,118.83137512207031
2010-09-22,150.9342803955078,205.91566467285156,475.6883239746094,43.84820556640625,96.85385131835938,118.72059631347656
2010-09-23,150.49087524414062,204.438720703125,465.6600036621094,44.56724166870117,95.82710266113281,115.995361328125
2010-09-24,150.5843505859375,207.0441131591797,475.3160095214844,44.45509719848633,97.2590103149414,117.45597076416016
2010-09-27,152.46580505371094,202.33114624023438,481.1170959472656,45.6029167175293,97.0925064086914,117.56090545654297
2010-09-28,152.9475860595703,203.3226776123047,479.0447692871094,46.36813735961914,97.57537078857422,117.09705352783203
2010-09-29,153.187255859375,202.69622802734375,474.94281005859375,46.54623794555664,98.36345672607422,116.17508697509766
2010-09-30,155.33238220214844,206.55458068847656,483.2303161621094,46.196617126464844,96.84832000732422,117.33475494384766
2010-10-01,156.85191345214844,207.50050354003906,486.0899353027344,47.100372314453125,98.48002624511719,119.68025207519531
2010-10-04,156.25271606445312,206.94039916992188,485.3443603515625,47.364234924316406,100.37814331054688,121.88890075683594
2010-10-05,155.69424438476562,203.10696411132812,516.71435546875,46.58583068847656,100.86099243164062,120.99826049804688
2010-10-06,154.9896240234375,203.849609375,526.2450561523438,46.45389175415039,102.49269104003906,121.15074920654297
2010-10-07,154.34730529785156,201.92457580566406,518.0819702148438,45.49077606201172,102.18745422363281,119.9330825805664
2010-10-08,155.66551208496094,199.6178741455078,512.9013061523438,46.36154556274414,104.58506774902344,118.73164367675781
2010-10-11,156.50918579101562,198.18655395507812,516.9214477539062,46.711158752441406,107.16584777832031,119.40599822998047
2010-10-12,155.0063934326172,197.50613403320312,512.4044189453125,45.912967681884766,107.52104187011719,120.04904174804688
2010-10-13,158.45535278320312,202.5634765625,529.4771118164062,46.53306198120117,107.49885559082031,122.15796661376953
2010-10-14,156.33900451660156,201.16119384765625,539.5889892578125,46.216407775878906,108.68103790283203,120.1545639038086
2010-10-15,151.74679565429688,197.9998321533203,535.0718994140625,45.78763198852539,106.59974670410156,118.56812286376953
2010-10-18,151.8474578857422,199.0121612548828,536.2325439453125,46.81011199951172,109.55791473388672,117.67167663574219
2010-10-19,149.3955535888672,196.55606079101562,525.6648559570312,45.76783752441406,107.62094116210938,118.03060150146484
2010-10-20,148.32901000976562,193.79299926757812,543.111572265625,46.48686981201172,108.53670501708984,117.43452453613281
2010-10-21,153.15847778320312,196.24490356445312,583.2249145507812,46.678184509277344,110.37932586669922,119.08998107910156
2010-10-22,153.69058227539062,193.0545196533203,606.6797485351562,48.7099609375,109.85762023925781,119.3271255493164
2010-10-25,155.27244567871094,191.23318481445312,601.0858154296875,49.125545501708984,109.56346893310547,120.4079818725586
2010-10-26,152.47299194335938,190.9593963623047,608.2962036132812,49.98312759399414,108.72540283203125,119.25349426269531
2010-10-27,152.8133544921875,187.05123901367188,615.7554931640625,48.67698287963867,110.03522491455078,116.68071746826172
2010-10-28,152.83493041992188,188.08013916015625,593.4603881835938,47.384029388427734,112.2219467163086,114.81477355957031
2010-10-29,151.02536010742188,189.1754150390625,597.977294921875,47.430206298828125,112.57160186767578,122.61136627197266
2010-11-01,153.31906127929688,194.92559814453125,615.0090942382812,48.72975158691406,113.21540069580078,129.88555908203125
2010-11-02,153.4820556640625,195.0210418701172,614.1390991210938,48.835296630859375,113.85364532470703,129.81715393066406
2010-11-03,156.87350463867188,196.0084228515625,618.1175537109375,49.151939392089844,114.7305679321289,130.5865936279297
2010-11-04,164.5839080810547,198.24462890625,630.6322631835938,49.09257125854492,115.32440185546875,133.47537231445312
2010-11-08,164.18605041503906,193.78053283691406,671.5747680664062,49.0265998840332,114.48636627197266,132.34178161621094
2010-11-09,156.87109375,199.01629638671875,693.165283203125,48.591224670410156,112.23857116699219,133.80242919921875
2010-11-10,154.09324645996094,198.79640197753906,681.147216796875,48.657196044921875,113.35969543457031,132.3313446044922
2010-11-11,152.2405242919922,195.26577758789062,666.4366455078125,47.02779769897461,111.75572967529297,130.42308044433594
2010-11-12,145.09095764160156,192.07955932617188,652.3472900390625,45.75464630126953,109.03064727783203,126.55955505371094
2010-11-15,151.6437225341797,197.96664428710938,669.5859985351562,47.05419158935547,109.4080581665039,128.95779418945312
2010-11-16,147.66989135742188,196.8672332763672,642.9818115234375,43.83500289916992,107.89844512939453,126.75437927246094
2010-11-18,146.92449951171875,194.19126892089844,646.6696166992188,42.50907516479492,106.52759552001953,122.75868225097656
2010-11-19,143.37245178222656,191.1419219970703,627.8970336914062,42.456295013427734,103.94683074951172,121.1037826538086
2010-11-22,145.7165069580078,197.47296142578125,645.5508422851562,43.32706069946289,107.29903411865234,124.40892791748047
2010-11-23,141.57247924804688,196.80084228515625,642.1943969726562,42.72016906738281,106.98268127441406,121.97355651855469
2010-11-24,136.66390991210938,191.78915405273438,593.9579467773438,41.77024459838867,103.014404296875,118.61566162109375
2010-11-25,135.26898193359375,192.75576782226562,566.0687866210938,40.25959396362305,99.47903442382812,117.68269348144531
2010-11-26,137.22711181640625,190.6689453125,574.8130493164062,40.51687240600586,99.273681640625,118.51536560058594
2010-11-29,138.0420684814453,190.6689453125,587.8663330078125,40.62242126464844,101.09965515136719,121.69407653808594
2010-11-30,143.43238830566406,189.63177490234375,614.5540771484375,40.391536712646484,104.0356216430664,120.4079818725586
2010-12-01,148.60704040527344,196.40670776367188,616.7081909179688,43.49857711791992,106.06694030761719,123.08049774169922
2010-12-02,148.5614776611328,198.4561767578125,614.5122680664062,44.29017639160156,107.48774719238281,125.57903289794922
2010-12-03,147.19772338867188,198.77981567382812,604.3177490234375,43.531558990478516,106.47208404541016,124.55618286132812
2010-12-06,141.52215576171875,197.75091552734375,574.3980712890625,42.72676467895508,102.93115997314453,121.36703491210938
2010-12-07,137.31103515625,195.12889099121094,579.0811157226562,40.8269157409668,100.18388366699219,117.07615661621094
2010-12-08,134.45887756347656,189.22105407714844,553.2225341796875,39.71866226196289,99.06832885742188,116.43313598632812
2010-12-09,128.79769897460938,185.20089721679688,541.2462768554688,37.733070373535156,97.71967315673828,111.57283782958984
2010-12-10,130.9811553955078,184.40020751953125,547.0891723632812,38.74896240234375,97.68634796142578,117.77197265625
2010-12-13,131.57553100585938,185.78172302246094,549.9070434570312,40.58283996582031,98.23582458496094,118.11990356445312
2010-12-14,133.86927795410156,185.719482421875,557.4080200195312,40.42451858520508,100.37814331054688,118.0248031616211
2010-12-15,129.33216857910156,179.46731567382812,534.2429809570312,39.580142974853516,98.03047943115234,113.72350311279297
2010-12-16,132.44317626953125,182.61204528808594,548.9126586914062,39.44820785522461,99.17931365966797,116.57518768310547
2010-12-20,129.44725036621094,180.26385498046875,538.6354370117188,38.28059387207031,98.5688247680664,115.97445678710938
2010-12-21,131.5228271484375,183.71563720703125,542.780029296875,39.5075798034668,99.15713500976562,120.01252746582031
2010-12-22,131.58035278320312,180.78662109375,544.8516235351562,40.7939338684082,99.07942962646484,119.31671905517578
2010-12-23,131.6426544189453,181.79476928710938,544.1885986328125,40.91926956176758,98.77416229248047,119.09520721435547
2010-12-24,132.07887268066406,184.07240295410156,541.205322265625,40.62901306152344,98.97952270507812,117.88275146484375
2010-12-27,131.87994384765625,183.68243408203125,539.340087890625,40.35195541381836,98.32462310791016,118.66262817382812
2010-12-28,130.7918243408203,187.2047576904297,535.7349853515625,40.37833786010742,98.72977447509766,117.21882629394531
2010-12-29,132.07168579101562,193.1499481201172,541.5777587890625,40.54985046386719,98.96288299560547,119.07433319091797
2010-12-30,131.80564880371094,191.2996063232422,536.6466674804688,40.71477127075195,99.87307739257812,119.85420989990234
2010-12-31,134.7896270751953,194.68911743164062,547.2135620117188,41.268898010253906,99.5345230102539,120.72398376464844
2011-01-03,135.27857971191406,198.3524932861328,548.9542236328125,41.631710052490234,99.04611206054688,120.69790649414062
2011-01-04,131.1321563720703,194.62274169921875,538.0968627929688,40.43111801147461,97.46436309814453,116.39600372314453
2011-01-05,129.09970092773438,191.5236053466797,513.896484375,38.43231201171875,97.1646728515625,112.73776245117188
2011-01-06,125.70586395263672,193.14578247070312,516.5064697265625,37.34386444091797,93.07982635498047,111.0614242553711
